ArticleId,ArticleTitle,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
4909630283317268181,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,The Top 10 Companies Millennials Want to Work For,What Is a Good Retention Rate for Online Software,Como o Trello foi de 4 a 17 milhões de usuários,Family photo sharing platform Togethera shutters after low growth numbers
4911701623098526999,Why image recognition is about to transform business,Facebook Messenger bots are here and they want to kill apps,Mobile marketing statistics 2016,The barbell effect of machine learning.,Google Cloud Goes to the Farm,Skully officially admits it's over
4915137112517573184,Portugal runs for four days straight on renewable energy alone,Using Google Analytics with Leadfeeder for B2B Lead Generation,Request lesson : How and when to use はず(=hazu) | Maggie Sensei,Lista tem 15 dicas para Google Docs; teste,How Coca-Cola Is Harvesting Innovation Energy From Startups,O uso da vírgula e seus pré-requisitos - Português
4916417766268744775,[GTD] Forget About Setting Goals. Focus on This Instead.,[Event] Palestra Competitive Strategy and Competition,Replace Lego's $190 Intelligent Brick with MIT's Scratch and a $40 Raspberry Pi,[Coursera] Introduction to Communication Science - University of Amsterdam | Coursera,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud",Pokémon GO e o impacto na experiência do usuário -
4918358495761748770,Saúde de homens gays e bi é foco de nova campanha do governo,Cartórios Não Podem Recusar Registro De Filhos De Casais Homoafetivos,Nova campanha da Avon tem drag queen como estrela,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",Campanha do Dicionário Houaiss pretende mudar a definição de família,Amor sem fronteiras: série de fotos retrata casais gays pelo mundo
4920704891238922872,Login sem senha no Android deve chegar até o final de 2016 | Google Discovery,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",App do Google Search para Android agora busca por músicas no Brasil | Google Discovery,Dial in with ease using the latest Google Calendar app for Android,Google moves to replace Flash with HTML5,App do YouTube ganha sistema de bate-papo privado | Google Discovery
4945121243335041737,Sharing innovation with your competitors - Dries Buytaert,Acquia Engage 2016: Day One,Load Testing Our Site on Pantheon (Drupalize.me),Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),"Waterwheel, the Drupal SDK Ecosystem","contentId
3399073250354435892    Introducing the Workspace Preview System | Acq...
3399073250354435892    Introducing the Workspace Preview System | Acq...
Name: title, dtype: object"
4950037926975347884,Curso Gratuito Como tornar seu negócio escalável e inovador,"Mastercard disponibiliza autenticação de pagamento por ""selfie"" no Brasil e México - Startupi",Better together: New Microsoft integrations for easier collaboration,Amazon takes on Skype and GoToMeeting with its Chime video conferencing app,5 Latin Trends for 2017 | TrendWatching,Why The New Chatbot Invasion Is So Different From Its Predecessors
4973921475467086339,Rival do Uber estreia em São Paulo com preço competitivo | EXAME.com,ŷhat | Classifying handwritten digits using TensorFlow,Bayesian machine learning,Python Ecosystem for Machine Learning - Machine Learning Mastery,Introduction to Natural Language Processing - University of Michigan | Coursera,Clippy's Back: The Future of Microsoft Is Chatbots
4988225165850707692,The internet of a billion things | ET CIO,"EC2 Price Reduction (C4, M4, and T2 Instances) | AWS Blog",Farmers Demand Right to Fix Their Own Dang Tractors - Modern Farmer,Announcing the Acquia Engage Awards,"Who Owns Digital Transformation? According To A New Survey, It's Not The CIO",Blockstream Among 10 New Firms to Join Hyperledger Blockchain Project - CoinDesk
4991224059205503283,Evaluating the security of Drupal contrib modules,HackerRank Women's CodeSprint 2016,Spotify Raises $1 Billion in Debt Financing,"Where, how much, and how: Answering the hardest questions of resource allocation",Management theory is becoming a compendium of dead ideas,America's allies are preparing for a bumpy ride
4999440443052714243,1000 nodes and beyond: updates to Kubernetes performance and scalability in 1.2,Addressing Accessibility for the Web,Características de Arquiteturas Evolutivas,Introducing online resizing of Google Cloud Persistent Disks without downtime,Google Is Finally Redesigning Its Biggest Cash Cow: AdWords,Roupas com Wifi e GPS? Desenvolvedor une tecnologia com o universo têxtil - Startupi
5005421293875190218,4. Why ecommerce is essential for Drupal,2. Why Drupal is ideal for ecommerce,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,6. What can Acquia and the community do now regarding Drupal and ecommerce?,Bringing easy and fast checkout with Payment Request API | Web Updates - Google Developers,Announcing pricing for Google Stackdriver
5008913705695203000,Post: Just Say mNo to Hungarian Notation,The Importance of Code Reviews,Optimizing the Performance of Vector Drawables - upday devs,Sam Newman - Backends For Frontends,Firebase Test Lab for Android,Up your app's sharing game with DirectShare - Google Developers
5009420943344705199,"People dump AI advisors that give bad advice, while they forgive humans for doing the same",Google and Ray Kurzweil are making chatbots together,"Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'",Barclays finally launches Apple Pay | The Memo,"Band plays on, as global oil glut leaves supertankers in a huge jam",Blockchain CEO's Business Advice on Bitcoin Startups
5018472516978866574,The Internet of Things is looking for its VisiCalc,Magic Quadrant for Business Intelligence and Analytics Platforms,Automation and anxiety,Building organizational capabilities: McKinsey Global Survey results,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,The Risks and Rewards of Fully Decoupling Drupal | Acquia
5028081187109329892,What Is Open Banking and Why is it Important?,"Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre",Santander Brasil gera 21% do resultado da matriz no 4º trimestre,Endered e Small World fazeme parceria para remessas de valores através de cartões,US Federal Judge Rules Bitcoin is Money in Coin.mx Trial - CoinDesk,Aplicativo Celcoin oferece a possibilidade de trocar bitcoins por crédito em reais
5032631648793129465,Aplicações Financeiras Flexíveis através de DSLs na Plataforma Java,Implementing HTTP/2 in Production Environments,Documentando uma API JAX-RS com Swagger,Spring Boot 1.5.1 released,What to Inspect When You are Inspecting!,Serverless Architectures
5036201777135800491,30 Learning Resources For Mastering Angular 2,The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine,20 Awesome PHP Libraries For Summer 2016,15 Interesting JavaScript and CSS Libraries for September 2016,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Making email safer with new security warnings in Gmail
5037221949349729844,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Google employees are adding 'Lady' to their job titles to fight sexism,O dia em que tive mais medo de estar errada.,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity,How to Create a Unified Culture in a Company With Multiple Offices
5037403311832115000,Cognizant Named a Digital Transformation Leader in the Life Science Industry,Five things to include in your digital transformation playbook,Tailoring your integration approach to specific deals,Who sponsors Drupal development? | Dries Buytaert,Spotify Raises $1 Billion in Debt Financing,"Where, how much, and how: Answering the hardest questions of resource allocation"
5045927063019110283,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,"National Coming Out Day - Wikipedia, the free encyclopedia",Comprar roupas está ficando fora de moda no Reino Unido,How Wimbledon will use IBM's Watson to serve up data - BBC News,[Retro] Celebration Grids - Management 3.0,Program your way to your next grocery delivery
5051167660880461112,Google Cloud and Autodesk enable 10x improvement in media rendering efficiency,"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption","Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",Nashorn: JavaScript made great in Java 8,Tech in Brazil is booming despite the country's political troubles,Gold Backed Digix Raises Millions in Hours on Ethereum Blockchain Crowdsale
5053372977408537204,Democratizing AI,O Empreendedorismo no Mercado de Seguros,Bitcoin / Blockchain,Cape Analytics raises $14 million to use computer vision for better insurance quotes,Principais startups do ramo de saúde criam o 1o Cluster de Saúde Digital do Brasil | EXAME.com,VISA to Test Blockchain Payments among Banks; a SWIFT Rival?
5062670850994683718,AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,Communication Within an Android App With EventBus,What Software Engineers Earn Compared to the General Population,Apache Spark as a Compiler: Joining a Billion Rows on your Laptop: A deep dive into the new Tungsten Engine.
5082053563644129584,How We Lost 47% of Our Users After a Redesign | Icons8,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog","contentId
5817939718364925129    Today in Apple history: Steve Jobs passes away...
5817939718364925129       Today in Apple history: Steve Jobs passes away
Name: title, dtype: object","contentId
-1312850681127865433                      Swift.org
-1312850681127865433    Swift API Design Guidelines
Name: title, dtype: object","contentId
8200662919796009914    Cartography Comparison: Google Maps & Apple Maps
8200662919796009914    Cartography Comparison: Google Maps & Apple Maps
Name: title, dtype: object",Today in Apple history: Happy birthday Steve Wozniak
5087084654882097891,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery","contentId
3399073250354435892    Introducing the Workspace Preview System | Acq...
3399073250354435892    Introducing the Workspace Preview System | Acq...
Name: title, dtype: object",Measuring the Benefits of Software Reuse,1. Why ecommerce matters,"Filtering and formatting fun with gcloud, GCP's command line interface","Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]"
5088013394045185972,JavaScript Conquered the Web. Now It's Taking Over the Desktop,Spotify UI built with HTML / CSS - Freebiesbug,Anaqueen Skywalker: um mashup de Star Wars com Bohemian Rhapsody,How I sped up the initial render of my Polymer app by 86%,Infrequently Noted,"Chrome 52 Beta: CSS containment, simpler performance measurement, streamable responses from service workers, and more options for web push"
5092635400707338872,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,15 Top Open Source Artificial Intelligence Tools,"Need Some AI? Yeah, There's a Marketplace for That",Automation and anxiety,Magic Quadrant for Business Intelligence and Analytics Platforms,The Internet of Things is looking for its VisiCalc
5109221095427625188,Robôs (bots) serão tão populares quanto apps; entenda a nova tendência,77 Startups Powering The Future Of Farming And Agribusiness,CMO interview: Putting IBM's marketing technology under the microscope,Martech and ad tech convergence: myth or reality?,Digital Leadership Is Not an Optional Part of Being a CEO,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas"
5111115201913219115,Engineers Shouldn't Write ETL: A Guide to Building a High Functioning Data Science Department,5 ways to create an environment that helps adults learn to love coding,Money 20/20 Panel: Artificial Intelligence and Machine Learning,"Miracles of Human Language: An Introduction to Linguistics - Universiteit Leiden, Meertens instituut (KNAW) | Coursera",Doing Data Science Right - Your Most Common Questions Answered,"Facebook sends a loud message about Messenger bots, but will we hear it?"
5135371516547401748,Dries Buytaert,The investment case for employing a Drupal core contributor - Dries Buytaert,Acquia a leader in the 2017 Forrester Wave for Web Content Management Systems | Dries Buytaert,Google: Here's how a software update knocked out our App Engine cloud | ZDNet,1. Why ecommerce matters,Measuring the Benefits of Software Reuse
5141088074002391058,Conheça o Relatório de Informações do Público Alvo do GA :),Google vai reduzir em 50% consumo de memória do Chrome | Google Discovery,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem","Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre",Santander Brasil gera 21% do resultado da matriz no 4º trimestre,Endered e Small World fazeme parceria para remessas de valores através de cartões
5145921881592486583,Open Source Giant Red Hat Launches First Blockchain Initiative - CoinDesk,"contentId
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
Name: title, dtype: object","contentId
-1706114177222872702    The Spotify Tribe
-1706114177222872702    The Spotify Tribe
Name: title, dtype: object",Once Upon a Time in the West (1968),Virtual Weapons Are Turning Teen Gamers Into Serious Gamblers,Spotify chooses Google Cloud Platform to power data infrastructure
5147907773522671167,Here's How Google Makes Sure It (Almost) Never Goes Down,39 studies about human perception in 30 minutes,98 personal data points that Facebook uses to target ads to you,How to write a hypothesis,Google's new NHS deal is start of machine learning marketplace,"contentId
7420742904084384944    Fooling The Machine
7420742904084384944    Fooling The Machine
Name: title, dtype: object"
5152069678055228801,IBM makes a big shift into cognitive computing,Digital Leadership Is Not an Optional Part of Being a CEO,A smart home is where the bot is,Martech and ad tech convergence: myth or reality?,77 Startups Powering The Future Of Farming And Agribusiness,Serviços na nuvem pública mais que duplicam até 2020 - B!T magazine
5156657166068502754,"Google Showcases Its Cloud Efforts, Determined to Catch Up to Rivals",Man accidentally deletes his entire company with one line of bad code,How We Got on Product Hunt Without ANY Preparation & the Gobs of Money We Made,Virtual Weapons Are Turning Teen Gamers Into Serious Gamblers,"contentId
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
7251252752220327534    9 Non-Threatening Leadership Strategies for Women
Name: title, dtype: object",Hollar snags another $30 million for its fast-growing dollar store app
5162508842577612756,Japanese for dummies,Request lesson : How and when to use はず(=hazu) | Maggie Sensei,Using Google Analytics with Leadfeeder for B2B Lead Generation,Como são escrita as risadas em japonês? - Suki Desu,How CEOs Can Keep Their Analytics Programs from Being a Waste of Time,"Cultura de Web Analytics e Métricas, o que é? Métricas Boss"
5163772683749067995,How IoT security can benefit from machine learning,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Spotify Raises $1 Billion in Debt Financing,Management theory is becoming a compendium of dead ideas,"Where, how much, and how: Answering the hardest questions of resource allocation",Blaise Agüera y Arcas: How computers are learning to be creative
5165953265902526320,Zoneamento Agrícola - MAPA,"Band plays on, as global oil glut leaves supertankers in a huge jam",Blockchain CEO's Business Advice on Bitcoin Startups,Barclays finally launches Apple Pay | The Memo,Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices,The Blockchain is the new Google
5183878957903248326,Google is secretly creating a new OS that's not based on Linux,Linux at 25: Q&A With Linus Torvalds,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,15 Top Open Source Artificial Intelligence Tools,"Need Some AI? Yeah, There's a Marketplace for That",Skully officially admits it's over
5189107351987144723,Better together: New Microsoft integrations for easier collaboration,Curso Gratuito Como tornar seu negócio escalável e inovador,Pinterest Acquires Read-It-Later App Instapaper,A Arte de Fazer o Dobro do Trabalho na Metade do Tempo sem Scrum,Plataforma anuncia integração com marketplace líder em artigos esportivos,Portal Mercado & Consumo
5189433264884433830,Introducing Goals in Google Calendar on Android and iPhone,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Peter Doig sued for disavowing 40-year-old painting,"Filtering and formatting fun with gcloud, GCP's command line interface",Espressif Releases ESP8266-Killer!,MacOS Sierra Preview
5191381587333696286,DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,4K movies come to the Google Play Movies & TV app,"contentId
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
Name: title, dtype: object",DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,Second Gravitational Wave Detected at LIGO,Coca-cola traz ao Brasil sabores cereja e baunilha
5199666313044493096,Introducing the new Google Cloud Load Balancing UI,A New Number Format for Computers Could Nuke Approximation Errors for Good,Docker Engine 1.11 with runC: Announcing the general availability of the industry's first OCI-compliant runtime,Compute Engine now with 3 TB of high-speed Local SSD and 64 TB of Persistent Disk per VM,Banca IMI Researcher: Blockchain Won't Work if Business Models Don't Change - CoinDesk,Customer Supplied Encryption Keys in Cloud Storage now in beta
5206308811707978799,The rise of APIs,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Two Different Sales Motions . . . .,How AWS came to be,Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist
5211673327552264703,Google Cloud Platform sets a course for new horizons,"Explore in Docs, Sheets and Slides makes work a breeze - and makes you look good, too",All Together Now. Introducing G Suite.,"Google is discontinuing Google+ Hangouts On Air on September 12, pushes users to YouTube Live","Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion",Google: Here's how a software update knocked out our App Engine cloud | ZDNet
5217724704513784613,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Android - The dark side of Jack and Jill,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,Voronoi Diagrams on the GPU
5227822864949117283,The Difference Between Sympathy And Empathy - Expanded Consciousness,America's allies are preparing for a bumpy ride,Spotify Raises $1 Billion in Debt Financing,"Where, how much, and how: Answering the hardest questions of resource allocation",Management theory is becoming a compendium of dead ideas,Tailoring your integration approach to specific deals
5232169374213306041,Mulholland Drive (2001),The Big Lebowski (1998),Labyrinth of Lies (2014),Punch-Drunk Love (2002),Requiem for a Dream (2000),Dogville (2003)
5233661737033380692,Desinformação (até do Senado) faz motoristas acenderem farol à toa - Outra Cidade,UE não dá sossego ao Google. Novo alvo? O AdSense,Como o Facebook testa o impacto que a atualização dos apps têm na bateria dos smartphones,Android Fundamentals: IntentService Basics,"contentId
3884256359744615997    So, You Want A Table, Huh?
3884256359744615997    So, You Want A Table, Huh?
Name: title, dtype: object",Voronoi Diagrams on the GPU
5237574390644778994,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Apple acquires Turi, a machine learning company",Graph-powered Machine Learning at Google,Polly.ai raises $1.2 million to help companies poll their employees,Event Map For Google I/O 2016 Released
5238119115012015307,Embracing Agile,An operating model for company-wide agile development,Optimize Your Agile Growth Strategy with Cloud,Staying one step ahead at Pixar: An interview with Ed Catmull,Big IT Rising,NOW NEW NEXT: How growth champions create new value
5239464617027010625,The Biggest list of 35 FREE UX Books,UBS targets less rich Brits with robo-advisor platform,1% das empresas dominam 94% das receitas na App Store,Global Data Bank é lançado internacionalmente com operação no Brasil,55 fornecedores de TI que apresentarão novidades no Ciab 2016,Google Unveiled A Partnership With Levi's To Create Smart Clothing
5250363310227021277,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,Building a high-throughput data science machine,The AI business landscape,Text summarization with TensorFlow,Restb.ai: Why custom computer vision as a service makes sense | ZDNet
5258604889412591249,Machine Learning Is No Longer Just for Experts,Services | RaRe Technologies,Google's Cloud Machine Learning service is now in public beta,Graph-powered Machine Learning at Google,TPOT: A Python tool for automating data science,Algorithms and architecture for job recommendations
5263606973029607223,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Taking Microservices Home - NGINX,johnpapa/angular-styleguide,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems",Stop Trying to Monetize Your Data - Built to Adapt
5266164468981660031,Intel's internal IoT platform for real-time enterprise analytics,Don't take my money: Why mobile payments haven't taken off - yet,"Blispay, the financing program for SMBs, raises $12.75M in seed funding","Our Goal is to Replace Your Need for a Bank, Says Blockchain Co-Founder and CEO Nicolas Cary",Adobe Solution Partner Program News,App do Google Search para Android agora busca por músicas no Brasil | Google Discovery
5269583152423890030,Sabia que você pode transformar o seu celular em uma impressora 3D?,"Android N Developer Preview 2, out today! | Android Developers Blog","contentId
-9153494109165200346    Android N Developer Preview 2, out today! | An...
-9153494109165200346    Android N Developer Preview 2, out today! | An...
Name: title, dtype: object",Tecnologia para colher mais e o uso do GPS,Sesi oferece curso de LIBRAS com certificação de 40 horas,Governo busca empresas para aprimorar Internet das Coisas no Brasil
5270696484536580646,8 Insanely Simple Productivity Hacks,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,A digital crack in banking's business model,"Estonia wants to become a 'country as a service' and already has 10,000 virtual residents","Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans"
5271205718596251417,9 Rules of Open-Office Etiquette,9 Rules of Open-Office Etiquette,USB-C and Lightning headphones,Ask a Female Engineer: Joining a Startup,Microsoft adds Python to deep learning toolkit,Are Chatbots Really The Future Of Web Design?
5271898714958115766,This Tiny Robot Lets You Play God With Huge AI,Pebble Core guide: All you need to know about the wearable for runners,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices","IBM e Visa transformam automóveis, eletrodomésticos e outros dispositivos conectados em potenciais pontos de vendas","Parece árvore, mas é uma turbina eólica",Aussie Uses Arduino Chips To Roboticize a Ford Focus
5274322067107287523,Ethereum and Bitcoin Are Market Leaders But Not Competitors,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's","Proof of Individuality, the New-Age Security on Blockchain - NEWSBTC",Debug Site Performance Using Web Profiler in Drupal 8,Customer Supplied Encryption Keys in Cloud Storage now in beta,Deep-learning neural network creates its own interpretive dance | ExtremeTech
5281570276277574938,Cognitive Services-Intelligence Applications | Microsoft Azure,Introducing the Data Science Maturity Model,I'm trying my hardest to slow the fuck down - HI MY NAME IS JON,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery,What DeepMind brings to Alphabet
5293701842202310496,Can Accenture Take Over Advertising?,How to get the most from your agency relationships in 2017,BEHOLD Amazon One - the first cargo airplane with that famous Amazon smile,Meio&Mensagem,"Zendesk's ""Automatic Answers"" taps machine learning, AI to generate bot-style email responses",How AWS came to be
5299613310913826266,WATCH: Bacteria Invade Antibiotics And Transform Into Superbugs,Espressif Releases ESP8266-Killer!,NES Classic Edition Coming This November,How To Avoid Equidistant HSV Colors,MacOS Sierra Preview,Cello
5302085907556673015,Google employees are adding 'Lady' to their job titles to fight sexism,Write Like You Talk,9 Non-Threatening Leadership Strategies for Women,Defining The Sharing Economy: What Is Collaborative Consumption--And What Isn't?,Netflix emociona com vídeo destacando personagens LGBT,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube
5304344058087060692,The future is the trust economy,The omnichannel customer experience is poised to take off in regulated industries,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Dasa compra rede de laboratórios SalomãoZoppi,Why the customer experience matters,Onde a tecnologia e o cuidado se encontram? - Saúde Business
5308984234271987921,8 Unexpected Signs You're Smarter Than Average,Siga o líder,Mapa mental: a chave para organizar seus projetos!,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",Family photo sharing platform Togethera shutters after low growth numbers
5311977399951270341,Startup aims to use machine learning to make mobile notifications good,How to approach machine learning as a non-technical person,98 personal data points that Facebook uses to target ads to you,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web,Email Isn't The Thing You're Bad At
5312357518363318341,Apple's Machine Learning Has Cut Siri's Error Rate by a Factor of Two,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Asus ready to take bite of 'Pi' market with Tinker micro PC,Google's Tensor Processing Unit explained: this is what the future of computing looks like,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Put a ring on it: three smart rings with plenty of beauty and brains
5313335392004163852,Salesforce Architect Journey,Apple e Google querem que você pague por assinatura em apps,Having Children Destroyed My Career,Marketing To Millennials: 'Dope' Takeaways From 'Just Dance 2017',Julia Galef: Why you think you're right -- even if you're wrong,Hulu Acquires Recommendation Startup Video Genome Project
5314107418764884230,Deep learning software knows that a rose is a rose is a rosa rubiginosa,"Apple acquires Turi, a machine learning company",Polly.ai raises $1.2 million to help companies poll their employees,Event Map For Google I/O 2016 Released,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",New Sessions Added To Google I/O 2016 Schedule
5317978293082383492,Running Kubernetes Locally via Docker,Google shares data center security and design best practices,Lessons from a Google App Engine SRE on how to serve over 100 billion requests per day,Google launches distributed version of its TensorFlow machine learning system,Compute Engine now with 3 TB of high-speed Local SSD and 64 TB of Persistent Disk per VM,Roupas com Wifi e GPS? Desenvolvedor une tecnologia com o universo têxtil - Startupi
5322532051893153382,"contentId
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
Name: title, dtype: object",4K movies come to the Google Play Movies & TV app,"contentId
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
Name: title, dtype: object",DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,Second Gravitational Wave Detected at LIGO,Coca-cola traz ao Brasil sabores cereja e baunilha
5328558001212551235,Acquia Engage Awards Finalists Announced,Change lessons from pharma and med tech,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,Capturing China's $5 trillion productivity opportunity,Cover-More to raise $73.3 million to buy Travelex insurance unit,Johnson & Johnson Targets 85% of Apps in Cloud by 2018
5333141914314968598,"Microsoft HoloLens and Lowe's, working to redefine your next home renovation",The 7 Coolest Virtual Reality Experiences Made with Hololens So Far,Tecnologia para colher mais e o uso do GPS,"contentId
-9153494109165200346    Android N Developer Preview 2, out today! | An...
-9153494109165200346    Android N Developer Preview 2, out today! | An...
Name: title, dtype: object",Debug Site Performance Using Web Profiler in Drupal 8,Android Quickstart - Firebase
5336562616168017846,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Taking Microservices Home - NGINX,Stop Trying to Monetize Your Data - Built to Adapt,Spring Boot 1.4 released,Building Spring Cloud Microservices That Strangle Legacy Systems,Learn Microservices in Java - DZone - Refcardz
5338575284381070077,A Major Law Firm Will Soon Be Using A Robotic Lawyer,Speed for simplicity: An interview with Lenovo's Gerry Smith,Management theory is becoming a compendium of dead ideas,Spotify Raises $1 Billion in Debt Financing,"Where, how much, and how: Answering the hardest questions of resource allocation",America's allies are preparing for a bumpy ride
5338677278233757627,How to Get a Job at Google,Everything you need to know about the big changes coming to Newark airport,Manhattan CRE prices spark a mass exodus of startups to Brooklyn,"A sneak peek at Google's upcoming travel app, Trips","Google's head of advertising talks ad blocking, mobile and micropayments",Ray Kurzweil: The world isn't getting worse - our information is getting better
5350829677696205474,2016 will be the year of conversational commerce - Chris Messina,Understanding the Twitter topic Tracker,Why Steve Jobs Was Proud to Steal Ideas,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science,Return of incandescent light bulbs as MIT makes them more efficient than LEDs,8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday
5379671084978512851,Linus Torvalds: The mind behind Linux,Twitter adds a button to help you train its algorithm,Lessons learned from a year of using live migration in production on Google Cloud,Do Crows Hold Funerals for Their Dead?,Hollar snags another $30 million for its fast-growing dollar store app,Building Products
5380540855517464621,Today in Apple history: Happy birthday Steve Wozniak,How Green Was My Valley (1941),"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year","R.I.P. David Bunnell, founder of MacWorld | Cult of Mac","contentId
2847365042071859088    IBM now uses more Macs than any other company ...
2847365042071859088    IBM now uses more Macs than any other company ...
Name: title, dtype: object",Today in Apple history: Steve Jobs resigns as Apple CEO
5384282624557636856,Three Lessons for Design-Driven Success,OKR e meta: minha experiência no Runrun.it,9 Useful Apps for Product Managers - Product Hunt,SpotHero is ready for the future of autonomous parking,What do Design Thinking and Marketing have in common?,3 Pillars of the Most Successful Tech Products
5395784585257808296,Workspace Filter,"contentId
-7568926158048616650    Adobe CQ/Adobe AEM
-7568926158048616650    Adobe CQ/Adobe AEM
Name: title, dtype: object",AEM 6.1 Package Manager Metadata Files,Configuring OSGi,Adobe CQ/Adobe AEM,How to Install and Use the Linux Bash Shell on Windows 10
